temperature,pressure,vibration_level,power_consumption,machine_type,status,maintenance_status,timestamp,anomaly_alert,temperature_anomaly,pressure_anomaly,vibration_anomaly,predicted_temperature,predicted_pressure
68.76571053744574,118.48746699409375,0.5026167851888271,47.367047321976294,Machine_A,Normal,Good,2025-12-21 22:00:00,0,0,0,0,66.9676762387988,119.11638264031752
65.06325034244635,107.51558248453951,0.2612828011813754,52.78204844944523,Machine_A,Overload,Good,2028-11-08 18:00:00,0,0,0,0,64.71175346635317,114.91723040810243
65.29468991741,98.20997826762141,0.5513215337084082,45.85064163110672,Machine_A,Underload,Critical,2028-12-29 19:00:00,0,0,0,0,63.42908534446453,94.44964877338136
74.89624322149986,102.92184028816058,0.4627121040507583,58.64909810632698,Machine_A,Normal,Good,2028-12-22 12:00:00,1,1,1,1,73.82751848184333,102.29463838182686
69.79772617003583,106.37044161211509,0.45337701945937703,36.99827216493027,Machine_A,Overload,Critical,2027-10-28 06:00:00,0,0,0,0,69.98670736183955,105.5136408083804
67.1666470351928,103.20958183807863,0.6127087510398608,60.994776360811244,Machine_C,Underload,Critical,2025-08-12 05:00:00,0,0,0,0,64.23857034099832,101.12998437068475
68.09654655448794,93.55703749122333,0.833198895726281,46.0374326238292,Machine_B,Underload,Good,2026-06-24 00:00:00,0,0,0,0,65.73500281891377,99.55750129079347
69.80623027060815,95.45952867258912,0.5039015199561163,62.78127807560563,Machine_A,Overload,Requires_Maintenance,2029-05-15 03:00:00,0,0,0,0,73.62516076825226,97.68942765191674
69.49632868534984,95.99820870224141,0.6158056031154541,49.39221725289485,Machine_A,Normal,Critical,2026-11-08 17:00:00,1,1,1,1,68.66666430163177,97.63766124078508
63.109763386230746,111.66426708286441,0.6967626807154428,47.830376223454735,Machine_B,Overload,Requires_Maintenance,2027-04-18 15:00:00,0,0,0,0,63.73713407084219,112.76610361937693
75.80958835606447,104.87940049592216,0.3881657445208106,36.51344418257021,Machine_B,Overload,Good,2027-02-25 14:00:00,0,0,0,0,77.26535023179525,104.17759848103798
68.63341764396911,92.59108545492127,0.358359078686539,25.44404805113008,Machine_B,Underload,Critical,2028-12-10 09:00:00,0,0,0,0,71.26759191110382,86.44496810129155
71.65897244424745,92.21311570118027,0.4227280669753973,55.967951546837064,Machine_A,Normal,Good,2028-12-25 02:00:00,0,0,0,0,71.92928246301899,92.20642880158503
71.61487251808835,82.34502133126163,0.45261413998349254,36.802667746146355,Machine_B,Normal,Good,2024-05-26 02:00:00,0,0,0,0,69.99610058283561,90.81027681619351
65.48398195552274,93.02604599060359,0.41661951356773963,49.12470011144871,Machine_B,Normal,Good,2026-01-09 18:00:00,0,0,0,0,67.92158173821494,90.60569076096012
71.64812765587371,106.6856503321486,0.37565482764241453,63.160051223699995,Machine_A,Overload,Good,2026-07-28 11:00:00,0,0,0,0,74.74523243559634,106.27398942810888
74.42645560834038,107.63664536581588,0.5497869315505848,47.54677196713101,Machine_B,Underload,Requires_Maintenance,2029-01-07 14:00:00,0,0,0,0,74.77932610239489,103.61301465459809
68.7925127706461,97.17720946292755,0.47848754314180614,48.4908342877894,Machine_B,Overload,Requires_Maintenance,2024-04-25 17:00:00,0,0,0,0,68.07924915934309,101.23409423631543
75.6359253767176,114.3060780499038,0.5559702747876208,44.85067334647475,Machine_B,Overload,Good,2028-07-15 19:00:00,0,0,0,0,74.26334888617903,114.16216902285159
65.59283147386502,98.74417450281678,0.6757375996699735,34.50465627162431,Machine_B,Underload,Requires_Maintenance,2024-12-02 00:00:00,0,0,0,0,63.65535394976553,95.57480316563372
64.69154787845984,90.23144634312865,0.4533215587536447,66.066992055454,Machine_C,Normal,Good,2027-10-23 13:00:00,0,0,0,0,62.354377565439066,96.3311566854892
65.191187896134,104.50241742166274,0.4723239280396899,46.221840072849,Machine_B,Underload,Critical,2025-07-24 18:00:00,0,0,0,0,64.08364097310407,110.28793727983135
65.75102498488528,99.39918520496497,0.5143255112353323,49.30146244232013,Machine_A,Underload,Good,2026-01-25 02:00:00,0,0,0,0,66.6220825521095,96.7447048145906
59.485210497036675,107.8908050931541,0.6709517828816461,59.717173287886546,Machine_A,Underload,Good,2027-11-03 17:00:00,0,0,0,0,60.87109352957602,109.31085061661766
63.299389990361576,97.67227234068208,0.5714548277333427,47.51975107659139,Machine_B,Normal,Good,2027-12-07 19:00:00,0,0,0,0,61.45277079419567,103.91689577269686
67.09760909776904,107.97094492053138,0.41487942968515845,47.967266084020494,Machine_B,Underload,Critical,2028-07-25 13:00:00,0,0,0,0,64.1702206482189,104.99286146777918
74.71579600500084,106.4675104721575,0.38094887642224906,57.67231516797504,Machine_B,Overload,Critical,2025-06-22 20:00:00,0,0,0,0,72.63855239571795,106.44085629164655
77.95776425397429,99.02463314332512,0.4774083072734528,45.81276303148782,Machine_B,Normal,Requires_Maintenance,2029-04-22 15:00:00,0,0,0,0,78.96644480798798,93.53802718824801
67.00263778177722,102.60293601910512,0.565807021064007,48.60350688283038,Machine_B,Underload,Good,2028-02-21 22:00:00,0,0,0,0,66.57110661903731,106.35202758268245
63.43363856373876,91.99178993467899,0.47154265085482755,57.919634042619315,Machine_B,Overload,Critical,2025-12-20 21:00:00,0,0,0,0,62.2851726897449,88.4456448190831
74.95756326011391,88.07779300753215,0.5523693466729638,56.81218156372387,Machine_B,Overload,Good,2028-03-03 12:00:00,0,0,0,0,77.23862191503974,84.20886432357051
67.98708464445247,89.77667269081032,0.45460806695637773,44.35456359698853,Machine_A,Overload,Critical,2027-06-22 16:00:00,0,0,0,0,71.99113155287804,91.75406108327984
74.96550410305814,92.01462011103948,0.3462002523098135,56.48371602411735,Machine_B,Underload,Requires_Maintenance,2028-02-01 02:00:00,0,0,0,0,74.65474569060797,91.18336619481887
66.91964392331838,91.05358359451344,0.5148065189072728,56.076625027610646,Machine_A,Overload,Requires_Maintenance,2024-12-25 23:00:00,0,0,0,0,65.20282025616935,91.18398434919023
71.33128603693875,118.90876641403584,0.4345007766664197,49.61375593863445,Machine_B,Underload,Good,2028-04-02 17:00:00,0,0,0,0,69.87934492159832,122.56935173678683
69.01143722350041,111.74552757994482,0.4851051798277391,59.22698820309272,Machine_A,Normal,Requires_Maintenance,2029-02-06 03:00:00,0,0,0,0,67.06892076876385,110.3064484924556
68.38660080578933,107.43951913056758,0.3826225487563499,55.637464353265784,Machine_B,Underload,Critical,2024-02-28 16:00:00,1,1,1,1,66.67507165084598,113.71259608810023
71.32412121232389,98.56074830034733,0.548333285109196,61.068261289924386,Machine_A,Normal,Requires_Maintenance,2025-12-02 01:00:00,0,0,0,0,72.72721731445458,108.53379314116995
74.97223687754453,98.05782636270975,0.36689222342642724,43.23775803083261,Machine_C,Underload,Requires_Maintenance,2024-07-01 06:00:00,0,0,0,0,74.07149732727247,101.5867756112736
76.84530649921233,86.4607161635452,0.6035959413985781,29.23598101299391,Machine_B,Underload,Critical,2026-04-19 16:00:00,0,0,0,0,78.07603913973169,88.04400952435194
72.4095081602017,96.87925086343762,0.7142886869390065,54.17604682187588,Machine_B,Normal,Requires_Maintenance,2025-09-09 15:00:00,0,0,0,0,73.10239879067458,102.21214315332965
70.89563906889478,104.27989344995315,0.4799310009579066,51.97081235495713,Machine_A,Normal,Critical,2026-09-23 18:00:00,0,0,0,0,69.20897616574047,107.48068453492813
66.36431412087566,106.30590207874101,0.512115008358249,47.167787696400914,Machine_B,Overload,Critical,2024-02-02 08:00:00,0,0,0,0,66.65562050261798,105.3351255462074
67.23175347326409,94.13375997602374,0.3874423975597887,70.28093828749955,Machine_C,Overload,Requires_Maintenance,2024-01-20 02:00:00,0,0,0,0,66.466348053778,85.23693638606532
80.32238158398975,99.38054807815675,0.6238206231328226,51.28368239265268,Machine_C,Overload,Good,2027-10-18 21:00:00,0,0,0,0,80.1655302201783,100.28584614514666
71.36797286630839,90.89776174899994,0.6276499703897694,28.699733158081465,Machine_C,Underload,Requires_Maintenance,2025-10-11 05:00:00,1,1,1,1,67.13202383976869,89.77477777305964
57.87879869863529,111.94496702448913,0.5460509914575463,59.000505242833015,Machine_C,Normal,Requires_Maintenance,2024-03-06 02:00:00,0,0,0,0,62.316167378537926,109.38253407350973
62.4769909365828,92.40743589459485,0.5098805304327634,50.80065920927778,Machine_A,Underload,Critical,2028-03-15 00:00:00,0,0,0,0,61.64350815620578,90.4447030836663
73.44775591613734,104.28047101351292,0.5145697165978248,45.015409105892,Machine_A,Normal,Requires_Maintenance,2028-03-10 20:00:00,0,0,0,0,73.20105202787805,106.2305965641168
66.63743868494979,98.8529944227344,0.31345638800476633,70.7828035911007,Machine_A,Underload,Requires_Maintenance,2027-09-10 04:00:00,0,0,0,0,66.18244705378322,97.12083401990698
77.18167702852989,85.99724613123452,0.5358196646501512,60.325332865292964,Machine_A,Overload,Critical,2024-05-15 19:00:00,0,0,0,0,77.8773584057245,84.54557182231602
63.36394862796748,116.2702871367712,0.5316960841837186,52.27598457505682,Machine_A,Overload,Requires_Maintenance,2026-10-18 16:00:00,0,0,0,0,61.852552065720374,122.06800708563806
70.83429694946338,78.73447585909437,0.31479546864124486,40.37100596311825,Machine_C,Normal,Requires_Maintenance,2026-05-20 06:00:00,0,0,0,0,72.60525123172287,77.77730551364506
58.65461363523799,95.46600848494975,0.5720614549106356,47.67014663563485,Machine_A,Normal,Requires_Maintenance,2025-05-10 22:00:00,0,0,0,0,60.013180360463615,95.48211276430375
61.18479922318633,122.61812304023302,0.5608520436744473,42.926172738252774,Machine_C,Underload,Requires_Maintenance,2024-01-03 01:00:00,0,0,0,0,59.64038365799855,123.1500168511889
74.17666717682418,101.88587763559934,0.4340154753050467,37.85805688432343,Machine_C,Overload,Requires_Maintenance,2025-03-17 09:00:00,0,0,0,0,73.66947759665713,108.86538116030373
72.254061681659,114.93580285755169,0.5680918258435097,40.58892443427861,Machine_C,Underload,Requires_Maintenance,2025-02-22 14:00:00,0,0,0,0,73.93704582060882,120.42221865625557
69.34964579358234,110.16646546037838,0.5795011023317558,57.49913543514141,Machine_A,Underload,Good,2026-03-14 14:00:00,0,0,0,0,67.84643521848312,109.5570272400257
65.17731102544904,75.11342948373049,0.5693754756022688,32.056782986914165,Machine_C,Overload,Requires_Maintenance,2024-05-20 17:00:00,0,0,0,0,66.42064275658622,77.19491033988426
64.30504067718003,108.97611728054335,0.369895192903071,50.023995105148295,Machine_C,Normal,Good,2028-10-27 11:00:00,0,0,0,0,60.89744780400697,113.1737976683275
67.00061050512609,104.65339803983838,0.45602296853837965,43.630986761084216,Machine_A,Underload,Good,2028-04-14 19:00:00,0,0,0,0,68.23783860218414,105.75269882601611
73.93580759009086,90.18667537368977,0.642417403024831,53.70392270659806,Machine_A,Overload,Critical,2027-02-24 09:00:00,0,0,0,0,74.26100649762343,84.38625595338077
67.3656964467415,105.8804160813247,0.4694244512220462,38.00001123528478,Machine_C,Normal,Requires_Maintenance,2029-01-21 12:00:00,0,0,0,0,68.81435716015623,108.1364911405953
68.43818079110399,101.73948173828575,0.45099254425098056,41.69092966376391,Machine_C,Underload,Requires_Maintenance,2029-06-05 15:00:00,0,0,0,0,67.05891900439197,106.6922170544338
73.90755862811211,108.19496816300463,0.5137382048300259,56.036022190705495,Machine_B,Normal,Requires_Maintenance,2026-11-20 07:00:00,0,0,0,0,76.48985949090202,105.91526132807977
72.5614807465798,104.07371783235395,0.5435595354158461,48.72096836434374,Machine_C,Underload,Critical,2029-09-12 17:00:00,1,1,1,1,76.4549191491989,109.06604992184653
73.69590247350784,112.25670094781489,0.47506064738165754,41.861179087877815,Machine_B,Normal,Good,2024-07-18 23:00:00,0,0,0,0,73.43961787314734,115.41462704167263
68.30688611960518,101.54722095282793,0.4626332069412317,59.499197025009494,Machine_C,Normal,Requires_Maintenance,2028-03-16 02:00:00,0,0,0,0,68.65992611193485,97.92165768341806
67.96425081103291,78.64060848612559,0.4012543339271792,29.411004704407155,Machine_A,Underload,Requires_Maintenance,2027-12-23 01:00:00,0,0,0,0,68.6113746149297,75.59233819523195
66.05785436632553,93.91893985773054,0.4047932383563114,61.93728524734162,Machine_B,Underload,Critical,2029-05-10 16:00:00,0,0,0,0,62.83392870082281,99.02679310013346
68.66021187581607,107.679470786067,0.4607348278161462,46.662874930500806,Machine_B,Underload,Critical,2028-09-15 00:00:00,0,0,0,0,70.75747198134127,111.44277051533817
73.91436867474286,98.73376610039662,0.7012231211147004,59.648983368647976,Machine_B,Overload,Critical,2024-06-01 00:00:00,0,0,0,0,74.24912539774698,105.46439280705414
66.3692878182634,104.26771952380442,0.6133851327638561,56.86203281528549,Machine_A,Overload,Critical,2027-03-24 13:00:00,0,0,0,0,67.70464563794238,98.27253049330179
64.26966028945836,103.25646840685654,0.4442384597670191,63.989825166676866,Machine_A,Normal,Requires_Maintenance,2026-09-19 14:00:00,0,0,0,0,64.12834003837335,107.95133568787183
70.68701825545722,113.9108541160899,0.6373947438705337,39.50560470203049,Machine_B,Normal,Critical,2028-03-17 08:00:00,0,0,0,0,72.92097275404996,107.89593289095917
69.09920516676718,86.76207831842768,0.4467431923797616,50.7444412987428,Machine_B,Underload,Critical,2027-03-01 02:00:00,0,0,0,0,66.19714028057352,92.24970587792387
74.76544027496247,94.28674398175124,0.3791029475572136,55.070226124600914,Machine_C,Underload,Requires_Maintenance,2026-05-20 22:00:00,0,0,0,0,74.12745889671467,87.94873127190729
64.76070687559528,106.2633126499571,0.5652207239841657,59.10438851342926,Machine_B,Overload,Good,2028-04-12 20:00:00,1,1,1,1,62.616391889682696,99.48816608421573
69.55382922889275,109.38142605742391,0.4693063233337759,71.48633901952351,Machine_C,Underload,Requires_Maintenance,2024-05-10 10:00:00,0,0,0,0,68.50717941317227,118.1838930285621
63.82983873772175,129.807787487005,0.2903431731930685,55.91296148342918,Machine_C,Overload,Good,2028-11-26 00:00:00,0,0,0,0,61.03866625298672,135.10997173165413
57.88060336685522,104.13101992770979,0.5963854258506561,47.942837134093324,Machine_C,Underload,Good,2024-02-10 17:00:00,0,0,0,0,58.47477649447385,99.38807466295114
75.80041256199307,97.01017857359453,0.3241428602831814,37.11394478879448,Machine_B,Overload,Good,2025-06-15 16:00:00,0,0,0,0,75.66233126176775,97.38008576761156
64.59445326087943,90.29771031270701,0.4338759846692702,49.763957622712596,Machine_C,Underload,Critical,2025-11-02 19:00:00,0,0,0,0,65.30855921305069,91.74836329928672
68.83051099773203,107.63357754607992,0.6589119527337273,75.60455880408134,Machine_A,Overload,Requires_Maintenance,2024-11-16 08:00:00,0,0,0,0,65.60317949464975,113.38928929373277
69.18466518028119,83.44376411951252,0.4322216215186591,52.93295010070934,Machine_A,Normal,Critical,2024-03-24 06:00:00,0,0,0,0,66.02977249140653,77.65322822456454
67.84662435752482,96.1621061224051,0.5798261922967026,59.080689623883366,Machine_A,Underload,Critical,2027-01-16 14:00:00,0,0,0,0,67.35380478897163,98.32052456576432
63.6337227409657,99.52315667863797,0.47533358475581017,56.46737094535377,Machine_C,Normal,Critical,2025-08-23 19:00:00,0,0,0,0,63.74168780434439,97.95536263534511
67.22226610256567,90.2607889811478,0.541253804101868,53.83365770282968,Machine_B,Normal,Critical,2024-05-07 08:00:00,0,0,0,0,68.65510007210284,85.5692221468347
66.287566111152,106.35503544715654,0.5654158610303633,47.61543998492139,Machine_A,Underload,Critical,2024-11-15 19:00:00,0,0,0,0,70.19042590572322,104.1239606014169
66.61318885639115,84.44010659988292,0.4990275253148455,56.559902977430234,Machine_A,Overload,Critical,2026-02-28 12:00:00,0,0,0,0,66.2644457442586,85.87879423789374
62.59017078712779,99.08011154386668,0.49622979027684333,32.941322425573084,Machine_B,Overload,Critical,2029-01-18 05:00:00,0,0,0,0,62.26769761895598,95.43344839369922
70.3576803233071,87.70758842937087,0.3157741108347554,53.255684539998626,Machine_A,Normal,Good,2028-12-20 15:00:00,0,0,0,0,73.9312610870306,91.16381504305126
78.86405862060545,103.82489733855743,0.6502342169867339,36.95245678086016,Machine_B,Underload,Critical,2026-12-29 21:00:00,0,0,0,0,81.58264678568956,102.48983824181323
67.73054291923435,83.70371535728728,0.5027588089056311,50.55155319430714,Machine_A,Overload,Requires_Maintenance,2024-10-09 23:00:00,0,0,0,0,68.25552589591496,87.94816342889139
67.4586742695834,88.05162746967783,0.5135311342790504,54.96349045608627,Machine_B,Overload,Good,2025-06-29 02:00:00,0,0,0,0,68.39129804044975,90.28880406873905
71.09906426531431,81.12595093326348,0.533878356582712,64.02624126013532,Machine_B,Normal,Critical,2027-12-16 06:00:00,0,0,0,0,71.57975242369041,77.01325224758905
62.43177188128908,100.2773527798919,0.6310717479233481,61.69388066299533,Machine_C,Normal,Good,2027-12-24 17:00:00,0,0,0,0,59.4770979640975,100.809377144487
70.70628570043732,111.92927359560083,0.42926303844682945,55.87271390135004,Machine_C,Normal,Good,2024-04-30 10:00:00,0,0,0,0,72.91116797359797,105.63845084176862
67.7572858173607,115.61250213481593,0.34619631645814414,28.18085380909574,Machine_A,Overload,Requires_Maintenance,2024-07-24 06:00:00,0,0,0,0,67.46930677453129,117.12840259803538
69.34341459470411,96.10154257514002,0.41167639970572584,63.14423351072243,Machine_C,Overload,Good,2028-10-09 16:00:00,0,0,0,0,69.95557905441473,87.37040019741454
71.99997064779899,104.58923688894785,0.6488236578899174,47.57586115473276,Machine_A,Normal,Critical,2028-10-23 10:00:00,1,1,1,1,72.85926709395777,101.42195925429716
77.43079618509266,112.99398381519198,0.569683580630468,41.72116129971975,Machine_C,Overload,Good,2026-01-04 07:00:00,0,0,0,0,77.20071997492995,119.23545765560291
75.07968611781779,88.99868324237168,0.4957558641543932,57.46358689353067,Machine_A,Normal,Good,2024-11-09 14:00:00,0,0,0,0,75.35261462841727,100.789074846168
71.64035782325365,96.53900588997156,0.38835334538309374,40.64976643011063,Machine_B,Normal,Requires_Maintenance,2027-12-03 11:00:00,0,0,0,0,71.2279062478153,89.35804456555674
70.77014465366236,127.9647506869804,0.2743984215599003,39.371237527248795,Machine_A,Normal,Good,2027-01-03 03:00:00,0,0,0,0,72.21472169695275,125.99657271564656
72.58322222967983,104.50135634166823,0.3797263747580791,44.90947942708999,Machine_B,Underload,Good,2024-08-28 01:00:00,0,0,0,0,73.72542051799077,102.88871922254076
66.76451734285044,75.38090129559122,0.35682266896207376,64.77574391273409,Machine_C,Underload,Good,2028-10-18 17:00:00,0,0,0,0,68.62537962632798,77.2908299375773
60.930587647652445,100.71064105117514,0.5202429097743251,44.36554426285251,Machine_A,Normal,Good,2026-11-28 18:00:00,0,0,0,0,57.50014068910464,102.79439381804173
75.8358227350578,97.4756553310148,0.49038551004476166,55.60274122971579,Machine_C,Overload,Requires_Maintenance,2028-09-27 08:00:00,0,0,0,0,73.81554891304033,90.62257832147715
74.62640946358415,99.63644931363305,0.49949861970817866,68.85446476420059,Machine_C,Normal,Requires_Maintenance,2024-12-15 20:00:00,0,0,0,0,75.86964129149868,103.5815498202775
63.122445552156286,95.25930943225751,0.3580577353113486,59.45282568581358,Machine_C,Overload,Good,2024-09-05 11:00:00,0,0,0,0,60.17731142903343,99.1069494069978
70.90554231385019,95.15806307257698,0.5999992910367432,45.83159490120358,Machine_A,Overload,Good,2029-01-26 08:00:00,0,0,0,0,71.73065034235609,83.35901903811272
66.75080858854484,110.61358855532103,0.5703413268272871,46.06483199765344,Machine_A,Normal,Critical,2028-05-04 23:00:00,0,0,0,0,67.41031031508057,107.72997853074328
70.34196930318332,70.87765905773307,0.5404150601770366,46.82474707946733,Machine_C,Overload,Critical,2026-04-07 23:00:00,0,0,0,0,71.81613028773639,64.33860634682084
70.8340515242339,74.38525444200474,0.44654063848194986,47.15813336858895,Machine_B,Underload,Critical,2028-05-06 02:00:00,0,0,0,0,73.84672827976904,74.07903343214377
62.53956871454709,104.16833447301345,0.4379899862337482,54.86626627914529,Machine_C,Underload,Requires_Maintenance,2027-07-15 14:00:00,0,0,0,0,59.173080746430266,105.64549359930331
73.58847585093318,94.241452911658,0.5408889668022402,49.50505630488982,Machine_A,Underload,Critical,2027-02-20 14:00:00,0,0,0,0,74.30650491929188,91.63009131572203
71.16330045987209,103.30149940447241,0.5402087056898437,54.368074478237936,Machine_C,Normal,Critical,2026-11-21 15:00:00,0,0,0,0,66.34586209086504,94.20892897832003
74.84548423013378,88.91959488887099,0.49457154567993894,37.2543527951003,Machine_A,Overload,Good,2028-06-17 16:00:00,0,0,0,0,75.38490238433792,88.17407643533657
72.9897430699637,98.13331835517629,0.48122734883010226,29.82501090178935,Machine_A,Underload,Good,2026-12-28 01:00:00,1,1,1,1,72.73042810932895,100.04925557639483
62.148254342275976,100.02953955830652,0.7335695413513617,57.551294251017744,Machine_A,Normal,Critical,2027-04-19 00:00:00,0,0,0,0,62.79385077655065,104.17847467267076
71.13114773807759,93.07986083480257,0.47822490433174586,37.842582078659866,Machine_B,Normal,Good,2027-04-29 14:00:00,0,0,0,0,72.62605993245641,90.87383449242957
66.3223466704621,101.38749134154227,0.45116799943592756,45.763214207986266,Machine_B,Underload,Good,2026-07-02 02:00:00,0,0,0,0,67.48102278363932,99.96810597291237
69.78050447018107,91.54967453406158,0.49457220834016913,65.9904715826733,Machine_B,Normal,Requires_Maintenance,2027-11-04 14:00:00,0,0,0,0,71.53857839035526,102.67294636159512
83.2972012902709,103.28711283734768,0.5486463425587045,56.2608535443465,Machine_B,Underload,Good,2027-09-21 11:00:00,0,0,0,0,84.51867013439801,99.67472289449093
75.26560726261901,91.4991945938797,0.5504253534043911,49.68126974679417,Machine_A,Underload,Critical,2025-06-30 22:00:00,0,0,0,0,75.19883718161957,99.2671767904249
68.1959140893318,103.83059163161884,0.3110294597335873,61.57166611916351,Machine_B,Normal,Requires_Maintenance,2027-05-03 02:00:00,0,0,0,0,69.44477762177884,111.03803461315528
69.83465999319117,114.6909027258207,0.43243706240195423,57.5630611245169,Machine_C,Underload,Requires_Maintenance,2025-04-06 21:00:00,0,0,0,0,69.72838377771853,117.13092281168552
63.125171761613316,106.88814332694368,0.5011345039935088,45.930556082608774,Machine_B,Normal,Good,2028-02-10 05:00:00,0,0,0,0,63.4838181066922,109.01514751446584
78.27549540554789,116.94048797450549,0.4259138259013581,61.40011177286552,Machine_B,Underload,Requires_Maintenance,2028-07-19 00:00:00,0,0,0,0,77.85619268396253,118.16760223439965
66.06713954221075,108.88902540288242,0.5270024673931363,69.48493487197477,Machine_C,Overload,Critical,2024-12-18 00:00:00,0,0,0,0,66.45364561330666,112.74795679575845
59.8408822183893,99.13471562993749,0.34296139432596473,67.98756513379918,Machine_B,Underload,Good,2026-09-20 18:00:00,1,1,1,1,60.52479946769229,105.9712957192685
68.81731308315733,106.37384153960312,0.6046094683401919,57.980749178089354,Machine_B,Underload,Requires_Maintenance,2024-12-17 18:00:00,0,0,0,0,67.2387601419289,101.66780541475053
71.41176331989826,94.60896420871413,0.5389423277297634,44.68966367026533,Machine_C,Underload,Critical,2025-09-15 07:00:00,0,0,0,0,72.72536011912553,97.28403766583448
71.23790488234111,135.206487737373,0.5384493457235925,56.44596234421559,Machine_C,Normal,Critical,2028-06-24 03:00:00,0,0,0,0,69.1499496620494,136.09606164362097
69.03086930613598,96.09074094699143,0.5472616765583588,52.99634857847401,Machine_A,Normal,Critical,2024-03-24 23:00:00,0,0,0,0,71.31258346649578,90.67633495492083
74.90871670615749,89.7530856757106,0.625243145549848,50.319711474227454,Machine_B,Normal,Critical,2028-10-04 09:00:00,0,0,0,0,72.99253697679954,87.47471980209872
74.4026209915368,101.91800421777548,0.6052356864233824,43.68986856530591,Machine_A,Normal,Critical,2028-11-24 16:00:00,0,0,0,0,71.59479784271856,101.7556778258485
69.28909220581009,94.73043182453156,0.5460947167579849,55.62454868500901,Machine_B,Underload,Requires_Maintenance,2028-10-10 01:00:00,0,0,0,0,68.71620348728965,92.72972223652476
62.60068508913927,108.902095739867,0.51372338878137,78.05204260470687,Machine_C,Underload,Requires_Maintenance,2028-04-19 01:00:00,0,0,0,0,59.52061544413829,104.7331059445422
76.59158695595832,98.49239957802335,0.680836671295515,65.24077285874596,Machine_A,Normal,Requires_Maintenance,2029-01-22 07:00:00,1,1,1,1,74.81572527380168,95.62581260159742
70.89399710964776,108.26054656171333,0.645992959193383,43.43809017301707,Machine_A,Overload,Good,2029-04-04 16:00:00,0,0,0,0,68.83843912540385,110.57550347478869
65.29246659898784,104.422949277687,0.6833595040597901,18.000918513143986,Machine_B,Overload,Good,2028-06-12 04:00:00,0,0,0,0,64.32926471914499,108.14762279330638
63.519054899559734,93.50092396477629,0.5107801755393825,51.388718712552055,Machine_C,Overload,Requires_Maintenance,2028-12-08 01:00:00,0,0,0,0,63.72104918618636,91.12937657930841
72.70454259280496,110.15446797416939,0.6320199854369248,45.146866700988724,Machine_B,Underload,Critical,2024-07-02 16:00:00,0,0,0,0,73.11203546640134,102.37661457420185
76.82529160756113,110.88277847672748,0.5361386719964771,43.96578521825934,Machine_C,Underload,Good,2026-12-01 04:00:00,0,0,0,0,78.71191126718217,108.18906379070897
67.65021063413424,106.55999540648953,0.6133492304261012,48.895103062050616,Machine_B,Underload,Critical,2025-08-10 23:00:00,0,0,0,0,71.37243456572344,113.09610037472781
71.03293831596237,100.43335648385471,0.5879937101304502,58.98812077914569,Machine_A,Normal,Critical,2029-05-03 15:00:00,0,0,0,0,71.00748335477113,97.11365013545297
75.55678092086546,100.29308036041311,0.45513342179942573,40.0899596087201,Machine_C,Underload,Requires_Maintenance,2027-01-12 12:00:00,0,0,0,0,74.16866583484202,102.06425864446278
73.20035324072346,116.42215519319862,0.5498616182534162,49.943061011907815,Machine_A,Overload,Critical,2028-11-09 05:00:00,0,0,0,0,74.0139578501143,116.26670785011706
68.0346056769628,92.7322841603033,0.35004133536913906,47.533345380030205,Machine_B,Normal,Good,2029-04-23 08:00:00,0,0,0,0,67.2412528808047,104.66051411735317
